Grid_ID,Lon,Lat,FR_Natural,FR_Natural_ZeroUndefined,FR_Historical,FR_Historical_ZeroUndefined,FR_Factual,FR_Factual_ZeroUndefined,Model,Event_Type,Delta_Total,Delta_HA,Delta_CC,Delta_Total_ZeroUndefined,Delta_HA_ZeroUndefined,Delta_CC_ZeroUndefined
997,122.25,50.75,1.1584158415841583,1.16,1.198019801980198,1.2,1.1322314049586777,1.1333333333333333,h08,Drought,-0.026184436625480645,0.03960396039603964,-0.06578839702152028,-0.026666666666666616,0.040000000000000036,-0.06666666666666665
998,122.75,50.75,1.3595505617977528,1.3636363636363635,1.3076923076923077,1.3111111111111111,0.762962962962963,0.7611940298507462,h08,Drought,-0.5965875988347898,-0.05185825410544509,-0.5447293447293448,-0.6024423337856173,-0.05252525252525242,-0.5499170812603649
999,123.25,50.75,1.064516129032258,1.065217391304348,1.064516129032258,1.065217391304348,0.9669421487603306,0.9666666666666668,h08,Drought,-0.09757398027192743,0.0,-0.09757398027192743,-0.09855072463768111,0.0,-0.09855072463768111
1000,123.75,50.75,0.8165137614678899,0.8148148148148148,0.794392523364486,0.7924528301886793,0.7163120567375887,0.7142857142857143,h08,Drought,-0.10020170473030121,-0.02212123810340394,-0.07808046662689727,-0.10052910052910047,-0.022361984626135478,-0.07816711590296499
1001,124.25,50.75,0.9252336448598132,0.9245283018867924,0.961904761904762,0.9615384615384616,0.68,0.6774193548387096,h08,Drought,-0.24523364485981314,0.03667111704494885,-0.281904761904762,-0.24710894704808273,0.037010159651669206,-0.28411910669975193
1002,124.75,50.75,0.7983193277310925,0.7966101694915254,0.8151260504201681,0.8135593220338984,0.6444444444444445,0.6417910447761194,h08,Drought,-0.153874883286648,0.01680672268907557,-0.17068160597572357,-0.15481912471540604,0.016949152542372947,-0.171768277257779
1003,125.25,50.75,0.925925925925926,0.9230769230769232,1.0,1.0,0.7241379310344828,0.7142857142857143,h08,Drought,-0.20178799489144328,0.07407407407407396,-0.27586206896551724,-0.20879120879120894,0.07692307692307676,-0.2857142857142857
1004,125.75,50.75,0.4074074074074074,0.3846153846153846,0.4074074074074074,0.3846153846153846,0.7297297297297297,0.7222222222222222,h08,Drought,0.32232232232232233,0.0,0.32232232232232233,0.33760683760683763,0.0,0.33760683760683763
1005,126.25,50.75,1.0934579439252337,1.0943396226415094,0.9809523809523808,0.9807692307692308,0.7251908396946565,0.7230769230769231,h08,Drought,-0.3682671042305772,-0.11250556297285286,-0.2557615412577243,-0.37126269956458635,-0.11357039187227858,-0.2576923076923078
1006,126.75,50.75,1.2429906542056075,1.2452830188679245,1.135922330097087,1.1372549019607845,0.792,0.7903225806451613,h08,Drought,-0.45099065420560747,-0.10706832410852041,-0.34392233009708706,-0.4549604382227632,-0.10802811690713998,-0.34693232131562324
1120,119.75,50.25,0.956989247311828,0.9565217391304348,0.8526315789473684,0.851063829787234,1.064516129032258,1.065217391304348,h08,Drought,0.10752688172043001,-0.10435766836445959,0.2118845500848896,0.10869565217391308,-0.10545790934320076,0.21415356151711384
1121,120.25,50.25,1.105263157894737,1.1063829787234043,1.0449438202247192,1.0454545454545454,1.041237113402062,1.0416666666666667,h08,Drought,-0.06402604449267502,-0.060319337670017736,-0.0037067068226572797,-0.06471631205673756,-0.060928433268858884,-0.0037878787878786735
1122,120.75,50.25,1.091954022988506,1.0930232558139534,1.103896103896104,1.105263157894737,0.9805825242718448,0.9803921568627452,h08,Drought,-0.1113714987166613,0.011942080907597852,-0.12331357962425915,-0.11263109895120826,0.012239902080783516,-0.12487100103199178
1123,121.25,50.25,1.036697247706422,1.037037037037037,0.981651376146789,0.9814814814814816,1.108108108108108,1.1090909090909091,h08,Drought,0.07141086040168587,-0.05504587155963303,0.1264567319613189,0.07205387205387215,-0.05555555555555536,0.1276094276094275
1124,121.75,50.25,0.961904761904762,0.9615384615384616,1.058252427184466,1.0588235294117647,0.813953488372093,0.8125,h08,Drought,-0.14795127353266901,0.09634766527970395,-0.24429893881237297,-0.14903846153846156,0.09728506787330315,-0.24632352941176472
1125,122.25,50.25,1.303030303030303,1.3061224489795915,1.303030303030303,1.3061224489795915,1.1121495327102804,1.1132075471698113,h08,Drought,-0.1908807703200226,0.0,-0.1908807703200226,-0.19291490180978021,0.0,-0.19291490180978021
1126,122.75,50.25,1.4,1.4047619047619049,1.376470588235294,1.380952380952381,1.018018018018018,1.018181818181818,h08,Drought,-0.38198198198198186,-0.02352941176470602,-0.35845257021727583,-0.3865800865800868,-0.023809523809523947,-0.36277056277056285
1127,123.25,50.25,1.0210526315789474,1.0212765957446808,1.0,1.0,1.0571428571428572,1.0576923076923077,h08,Drought,0.03609022556390973,-0.021052631578947434,0.05714285714285716,0.03641571194762694,-0.02127659574468077,0.05769230769230771
1128,123.75,50.25,1.2095238095238094,1.2115384615384617,1.2095238095238094,1.2115384615384617,0.6793893129770993,0.676923076923077,h08,Drought,-0.5301344965467102,0.0,-0.5301344965467102,-0.5346153846153847,0.0,-0.5346153846153847
1129,124.25,50.25,0.808695652173913,0.8070175438596491,0.8165137614678899,0.8148148148148148,0.6589147286821705,0.65625,h08,Drought,-0.14978092349174255,0.00781810929397686,-0.1575990327857194,-0.15076754385964908,0.007797270955165692,-0.15856481481481477
1130,124.75,50.25,0.71900826446281,0.7166666666666667,0.6581196581196581,0.6551724137931034,0.6541353383458647,0.6515151515151515,h08,Drought,-0.06487292611694528,-0.06088860634315185,-0.003984319773793432,-0.06515151515151518,-0.06149425287356325,-0.0036572622779519337
1131,125.25,50.25,0.696969696969697,0.6875,0.5897435897435898,0.5789473684210527,0.5348837209302325,0.5238095238095238,h08,Drought,-0.1620859760394645,-0.10722610722610726,-0.05485986881335725,-0.16369047619047616,-0.10855263157894735,-0.05513784461152882
1132,125.75,50.25,0.5384615384615384,0.5263157894736842,0.5471698113207547,0.5384615384615384,0.4339622641509434,0.4230769230769231,h08,Drought,-0.10449927431059503,0.00870827285921627,-0.1132075471698113,-0.10323886639676111,0.012145748987854255,-0.11538461538461536
